,age,city,country,from_id,id,miss,sex,text
0,116,Севастополь,Украина,64524819.0,1611119.0,из Украины,2,Знакомые из Украины тоже плагиат заметили.
0,None,Житомир,Украина,65439771.0,1607056.0,из Грузии,2,"Google перевод. Нина из Грузии наркоманка.

Евровидения из Грузии Нина Sublatti арестован по обвинению наркотиков в 6:00 вечера (GMT)
Австрийская полиция арестовала грузинская участница Евровидения Нина Sublatti, который должен был выполнить для сегодняшней финальной битве из-за хранение кокаина.

Как сообщают австрийские чиновники поведение Нины Sublatti был подозрительным, когда она пыталась кричать на инвалида, который хотел получить ее автограф.
Полиции пришлось испытать ее на наркотики, которые оказались положительными на кокаин и дополнительно они нашли одну унцию кокаина в сумочке.
Эдвард Goldman (отключено):. ""Я все еще в шоке после того, что случилось со мной, я любил грузинскую конкурсанта очень в течение всего проекта и старался изо всех сил, чтобы получить ее автограф К сожалению, она начала кричать на меня и попытался ударить меня. бутылка воды. """
0,None,Киев,Украина,65615621.0,1951834.0,из России,2,"Всем пофиг на ваше тупое мнение, а уж Джамале тем более, она самая лучшая в этом году. И мне нравится Лазарев тоже, но я не поливаю его дерьмом из-за того, что он из России. Жаль что у вас не хватает на это ума, ну может поумнеете когда-то. Удачи."
0,32,Полтава,Украина,65908548.0,1957260.0,из Израиля,1,"померкли все, когда вышло ОНО из Израиля:)....жуть, кровь из глаз, да и из ушей. Слышала от друзей за границей, что многим понравился Пьеро из Польши. Если что, мне понравилась армянка:) ну и из Болгарии ничё. Наверное, будет впереди всех Австралия, посмотрим!)"
0,21,Днепропетровск (Днепр),Украина,66007580.0,1591782.0,из Украины,1,"Мне до одного места, что я из Украины, Полина жги!!!!"
0,23,Симферополь,Украина,68051807.0,1922082.0,из Украины,1,"[id167331225|Рита], но не в такой ситуации,когда от одного упоминания участницы из Украины,тут начинается не пойми что начинается)"
0,None,Одесса,Украина,68977401.0,2373443.0,из России,2,"[id404737054|Мансур], а комменты в вк не лучший показатель. 80% пользователей из России, которые попросту не любят Украину и всё что с ней связано, и отрицать это нельзя)"
0,None,None,Украина,69266166.0,376132.0,из россии,1,"[id207428497|Константин], да, да, вообще нет дтп, конечно. а из россии не надо ехать по российским дорогам до европы, хорошо.
все идите уже своей дорогой))))с своим мнением )))) каждый имеет право на свое мнение. я свое менять не собираюсь, можете не стараться"
0,None,Одесса,Украина,70105790.0,2263239.0,из Швеции,2,"[id343462959|Максим], у каждого разный музыкальный вкус. Я оцениваю не то, плагиат или нет, много победителей Евровидения выигрывали, делая похожие песни на более известные, тот же Монс из Швеции. Явного лидера для меня нет, к сожалению."
0,None,Киев,Украина,70975372.0,2187601.0,из России,1,"[id57889289|Anechka], я тебя просто спросила это раз, с каких это пор у нас расы классифицируются по городам? это два. Да и вообще что за дискриминация, если бы я была из России, ты бы мне подтвердила свои слова?"
0,None,Донецк,Украина,71149196.0,1512973.0,из Украины,2,"На какой номер отправлять, если из Украины?"
0,None,Киев,Украина,72907750.0,1818240.0,из России,2,"[id165369550|Снежана], многие такое же пишут из России.  Вообще я не удивлен,  что такая реакция со стороны братских народов. Сейчас будет много комментариев в мою сторону,  по поводу сомнительности близких отношений между странами, но мы многое вместе прошли, и аж стыдно такое( негативные комментарии) наблюдать в посте группы о песенном конкурсе."
0,26,Луцк,Украина,73050258.0,2356002.0,из Эстонии,2,"Как же отчетливо видно целенаправленный слив жюри талантливого дуэта из Эстонии... 😠👿😒 Жаль, они были достойны финала 😔
"
0,27,None,Украина,74192586.0,314309.0,из Украины,2,"[id140072282|Дмитрий], я из Украины, точнее из Донбасса. Последние 4 года прошли для меня не лучшим образом, однако свою страну я объездил вдоль и поперек. Я не жалею ни о чем."
0,19,Николаев,Украина,75028993.0,1938051.0,из Украины,2,"Я бы в место неё Беларусь взял ..очень жаль что Иван не прошёл ...привет вам Белорусы из Украины 
Мы болели за вас !"
0,22,Киев,Украина,78717694.0,2746036.0,из Киева,1,"[id3664185|Евгений], такой вопрос,один человек окажется невероятно удачливым сукиным сыном и получит этот ящик,а остальным что-то перепадет?можно будет его купить на стендапе?(черт,искренне надеюсь услышать ""да!"")
если что,вопрос из Киева поступает (вдруг это важно)."
0,None,Харьков,Украина,78760324.0,2085004.0,из Болгарии,2,В этом году впечатлила Поли Генова из Болгарии
0,37,Киев,Украина,8024562.0,2360895.0,из Молдовы,1,"Мне очень понравились ребята из Молдовы, вчера за них голосовали. Когда впервые услышала и увидела выступление Португальца, он мне показался странным,но это было из-за его визуализации : плохо посаженный костюм, ""мальвинка"" на голове, эти его несуразные ручки, то как он их сжимал. А потом я услышала песню по радио, и она мне понравилась. Конечно, она не войдёт в анклавы самых успешных хитов Евровидения, но очень приятная и искренняя композиция. Победила--песня, без всяких понтовых шоу. Но Молдову я бы поставила на первое место!!!"
0,None,Киев,Украина,80993192.0,2357899.0,из Украины,1,"[id145093801|Алексей], а мы,обычные  люди из Украины,в чем виноваты что такие дебилы тут живут?я сама была в шоке ,вот охрана и организаторы да ,им позор,как они могли допустить, что бы кто то вообще поднялся на сцену"
0,27,Харьков,Украина,8250811.0,1962861.0,из Германии,2,"[id290106875|Ниджат], если исключить турков из Германии и эмигрантов из СССР - никто не знает) По крайней мере с кем я разговаривал..."
0,None,Славутич,Украина,82559544.0,1948335.0,из Украины,2,"Я из Украины. НО 
ПОЛЬША #1"
0,None,Киев,Украина,83915860.0,1921547.0,из Украины,2,"Четсно, я из Украины и болел за Джамалу. Но выступила слабо. Перенервничала. Звук в микрофоне скрутили. Камеры отвратительно сработали - эффекты прошли мимо из-за этого. Очень расстроился. Нам теперь хотя бы в финал пройти - а если этого не произойдёт - не удивлюсь. Как по мне - один из самых слабых номеров этого полуфинала. Очень жаль. Верил до последнего:("
0,19,Херсон,Украина,85125586.0,1966661.0,из Украины,1,"Боже, опять между украинцами и русскими срач. Мне нравится и песня Лазарева, и Джамалы, и я из Украины. Я не считаю, что все русские говно, нормальные люди, с которыми приятно общатся. Но когда девочки и мальчики начинают что-то кому-то доказывать с помощью матов, то это не от великого ума.( Очень жаль, что опять смешивают политику с искусством."
0,None,Киев,Украина,85454019.0,1599649.0,из Украины,2,Мои поздравления России из Украины! Вы молодцы)
0,None,Донецк,Украина,8569624.0,1999470.0,из австралии,2,"[id1551700|Вика], она из австралии"
0,None,Харьков,Украина,86387407.0,2049384.0,из России,2,"[id207004328|Диана], наверное потому что ты из России-.-"
0,None,Черкассы,Украина,87226435.0,2257972.0,из Киева,2,"[id16907553|Valeria], Россия не учавствует, потому что выбрали представителя от РФ девушку инвалида 1 группы на коляске, противоречущую всем нормам и правилам Евроконкурса, плюс которая была в окупированном Крыму в 2015 г, нарушив государственную границу Украины, ей запрещен вьезд в страну на 3 года, Россия это знала и подставила ее показушно для разжигания вражды и повод не транслировать по телевидению конкрс Евровидения 2017 из Киева якобы в знак протеста.
Хотя Киев транслировал Евровидение, которое проходило когда то в Москве."
0,None,Львов,Украина,87392883.0,2224800.0,из России,2,"[id168120145|Анастасия], я то вообще не заинтересован в ее победе. Я же не из России. Но как человек,она мне нравится"
0,28,Запорожье,Украина,87972922.0,2315783.0,из Молдовы,2,"[id416781500|Виталян], да ребята из Молдовы тоже понравились. Бельгийки не хватает уверенности, с таким характером тяжело выступать на сцене, перед камерами она даже когда интервью давала скованной была"
0,None,Харьков,Украина,8814329.0,1891993.0,из Украины,1,"""С Украины""!!!! 😳Может быть ""из Украины""☝"
0,None,None,Украина,88209403.0,2175300.0,из россии,1,показать голоса только из россии.
0,None,Киев,Украина,88733756.0,2691154.0,из России,2,"[id338444860|Егор], да не он, какой то пацанчик-режиссер снимал, из России"
0,25,Николаев,Украина,91871010.0,2355546.0,из Болгарии,1,"А ни че то что парень из Болгарии, коренной москвич и выступал в крыму в 2014? Але Украина, вобще бахнулась? Пфффф....  😐😐😐😐😐😐😐😐😐"
0,20,Николаев,Украина,92749699.0,1818776.0,из Украины,2,"[id8897838|Сергей], во первых эта группа состоит из админов из Украины, России, Белоруссии и Казахстана😉, а во вторых лучше бы сам сьебал со своей политотой."
0,25,Киев,Украина,9301498.0,2200942.0,из Питера,1,"[id630570|Виктория], Вы из Питера каждые три месяца ездите на западную Украину, где как Вы сказали полно неадекватных людей? Это такой вид экстримального туризма или вы мазохист?"
0,27,None,Украина,9334701.0,1808964.0,из Франции,1,"[id135761309|Ким], Амира закроют в ящике, а когда откроют - его там не будет, он телепортируется и  будет петь с Эйфелевой башни и на экране будет идти прямая трансляция из Франции. Копперфильд профит 😆"
0,None,Киев,Украина,95182967.0,1502453.0,из Украины,2,"[id144208579|Віка], я из Украины по ТВ смотрю"
0,30,Запорожье,Украина,9522757.0,1917748.0,из Украины,1,"Я из Украины. Ну вот не понимаю я ее стиля исполнения, хотя силу голоса отрицать глупо. Она выделяется и с этим тоже не поспоришь. Но на нашем отборе были исполнители куда сильнее. Неангелы, хардкис, Сенсей. Джамалу взяли для того, чтобы напомнить про Крым."
0,None,Сумы,Украина,9651626.0,17781709.0,из Украины,2,"[id16533511|Владислав], Я из Украины) у нас очень давно это появилось. Я думаю смысл этого поста в том, что именно Бонда не было с кнопкой. Не могу утверждать, не курю сигареты, онли кальян."
0,None,Черновцы,Украина,96726522.0,2742838.0,из Москвы,2,"[id182475751|Адиль], Зачем в деле о клевете проводить обыск у человека и его родственников, который проходит по делу как свидетель? И зачем обыск по делу о КЛЕВЕТЕ, если предмет разбирательства лежит в открытом доступе в интернете? И почему по делу о клевете приезжают опера из Москвы, у них дел других нет?"
0,None,Острог,Украина,96777936.0,1621955.0,из Беларуси,1,"В целом все было слабо. Действительно понравилась разве что Швеция - музыкальностью и атмосферностью. У Албании интересно, но сыровато. Что касается Польши, соло не очень впечатлило. Хотя понравилось больше Словении. Соло Словении было очень сухим, на мой взгляд. Например, в 2013 похожую постановку исполнила девушка из Беларуси. Вот там были мурашки. Тут не было.
А вот в дуэли словенка была намного сильнее полячки, я бы победу отдала ей"
0,26,None,Украина,97664200.0,1883305.0,из Армении,2,"[id71439163|Юлия], к стати, не в обиду, просто не понимаю почему все так смотрят на буков, для меня их прогнозы умерли в 2014 году, когда с прекрасной песней певец Aram mp3 из Армении, которому буки сулили безоговорочную победу, проиграл Кончите, которая.. или который.. был на 12 месте перед финалом."
0,None,Запорожье,Украина,97831885.0,2316122.0,из Нидерландов,1,"он должен был пройти. няш-мяш достоен)))
поражена тем.что прошли малость отмороженные ребята ""одна поза"" из Нидерландов, Израиль и др."
0,None,Макеевка,Украина,97987402.0,17527745.0,из России,2,"[id254441140|Максим], ты жил в америке и знаешь как там? нет, я не доволен, тем что все деньги у одного процента людей. Но в этом и сами люди виноваты. Власть такая, какую заслуживают. Веди все поголовно воруют у себя на работе. Почему бы и депутатам не воровать? Все стараются обмануть друг друга, что то ""намутить"", украсть, придумать какую то ""схему"" и т.д. И плюс я не из России, если что. У нас вообще война идет, грубо говоря, мое бывшее государство послало на меня войска"
0,None,Саки,Украина,98008121.0,2189415.0,из Беларуси,2,"[id48858214|Александр], у меня как у ""украинского националиста и бандеровца"" взорвался мозг после просмотра твоего репортажа в комментарии из Постскриптума. То есть Евровидение 9-го мая это издевательство, но россия туда (в это самое издевательство) из года в год едит и из года в год закатывает истерики акцентируя на это внимание своего общества для которых 9 мая святой праздник, а Евровидение издевательство? Далее ""Джамала выиграла Евровидение с песней про россию страну-агрессор"". Скинь плиз фрагмент текста песни Джамалы, где звучит ""антироссийский текст"" или какое либо другое упоминание про Россию. Очень интересно. Или это подсознательно на воре шапка горит? Далее ""в Киеве побили туристов из Беларуси за русский язык"". Ну автору сего бреда советую посмотреть в интернете атмосферу в Минске и Киеве на матчах Украина - Беларусь между двумя соседскими странами. Это больше, чем футбол. Вообщем счастливо провести ""свое"" Евровидение с Йоськой в главной роли!"
0,28,Украинка,Украина,9833162.0,1945691.0,из России,1,"[id46354368|Лина], отсылка на геноцид в названии 1944 это наверное самое первое что должно было насторожить, потому что депортация была именно в 1944 году. Песня же не называется не 2014 :) Вот ссылка на статью про песню и ее перевод. Даже строки куплета: вы забрали мою молодость не сильно соответствует певице которой лет 35 о том что ее молодость забрали??? как то рановато про это писать. Потому что это слова ее бабушки а не ее личные. Я не смотрела, Лина, из какого вы государства но уже думаю что из России, вам частенько рассказывают бред про Украину и все что с ней связано, я знаю это не по наслышке, я Севастополец. Сейчас у нас украинских каналов нет (только по спутнику) так что смотрю ваши - психбольничные. Только я не хочу чтоб мои комментарии вы каким то образом оценили как не любовь к России, я не сторонник делить людей по принадлежности к государству. Россия не и Украинцы это братские народы которые сейчас умышленно сталкивают лбами, поэтом все мои комментарии не предвзятые."
0,None,Киев,Украина,98931208.0,1870402.0,из Украины,1,"[id111392101|Лена], ва,если я из Украины ,то это не значит ,что я за Джамалу) так что давайте без ваших наездов😜"
0,20,Одесса,Украина,99848927.0,2051437.0,из Питера,1,"Вы говорите где справедливость?а справедливо то,что из Питера нельзя отправлять голоса за Украину?)"
